date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:45:46	20661/20661	---M--	200	added ('OK')	image/jpeg	etag:%22e07ecb30c53ddcbd7db9f8bc9d647326%22	https://www.boleteriavip.com.ar/imgs/union-vs-banfield-2024-05-13-home_7b1c56e31e7d26be93f797798a07cf0a91148a05.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/union-vs-banfield-2024-05-13-home_7b1c56e31e7d26be93f797798a07cf0a91148a05.jpg	(from https://www.boleteriavip.com.ar/)
09:45:48	26696/26696	---M--	200	added ('OK')	image/jpeg	etag:%22760a563bcf6752e17a3aef651484f306%22	https://www.boleteriavip.com.ar/imgs/lanus-vs-ind-rivadavia-2024-05-12-home_f57fc51f66a883d47a905f6c9d0ec40538a8753b.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/lanus-vs-ind-rivadavia-2024-05-12-home_f57fc51f66a883d47a905f6c9d0ec40538a8753b.jpg	(from https://www.boleteriavip.com.ar/)
09:45:48	34867/34867	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:45:47%20GMT	https://www.boleteriavip.com.ar/event/description/799/lanus-vs-ind-rivadavia	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/799/lanus-vs-ind-rivadavia.html	(from https://www.boleteriavip.com.ar/)
09:45:50	24663/24663	---M--	200	added ('OK')	image/jpeg	etag:%22ff55a07c2e91ad0931262412023b9267%22	https://www.boleteriavip.com.ar/imgs/patronato-vs-chacarita-jrs-2024-05-12-home_15fd7709ebe72f44cd9b4640341d4ec795deebee.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/patronato-vs-chacarita-jrs-2024-05-12-home_15fd7709ebe72f44cd9b4640341d4ec795deebee.jpg	(from https://www.boleteriavip.com.ar/)
09:45:50	34775/34775	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:45:49%20GMT	https://www.boleteriavip.com.ar/event/description/803/patronato-vs-chacarita-jrs	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/803/patronato-vs-chacarita-jrs.html	(from https://www.boleteriavip.com.ar/)
09:45:52	36393/36393	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:45:51%20GMT	https://www.boleteriavip.com.ar/event/description/794/piel-sabalera	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/794/piel-sabalera.html	(from https://www.boleteriavip.com.ar/)
09:45:52	31121/31121	---M--	200	added ('OK')	image/jpeg	etag:%22b5fa04597260161d7d4eeb27763bc6a8%22	https://www.boleteriavip.com.ar/imgs/piel-sabalera-2024-05-12-home_7cee6d39648ed0d98931d69ef175c11a48f02ff0.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/piel-sabalera-2024-05-12-home_7cee6d39648ed0d98931d69ef175c11a48f02ff0.jpg	(from https://www.boleteriavip.com.ar/)
09:45:54	35414/35414	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:45:53%20GMT	https://www.boleteriavip.com.ar/event/description/798/newells-vs-platense	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/798/newells-vs-platense.html	(from https://www.boleteriavip.com.ar/)
09:45:54	40652/40652	---M--	200	added ('OK')	image/jpeg	etag:%224cc50f97e1e68881494f281cabe92846%22	https://www.boleteriavip.com.ar/imgs/newells-vs-platense-2024-05-10-home_a313ba6e72ab07f162fb30472ab57ef19d1df65c.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/newells-vs-platense-2024-05-10-home_a313ba6e72ab07f162fb30472ab57ef19d1df65c.jpg	(from https://www.boleteriavip.com.ar/)
09:45:56	35511/35511	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:45:55%20GMT	https://www.boleteriavip.com.ar/event/description/791/talleres-vs-barcelona-e	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/791/talleres-vs-barcelona-e.html	(from https://www.boleteriavip.com.ar/)
09:45:56	49147/49147	---M--	200	added ('OK')	image/jpeg	etag:%2266a4a9d05021495772b3e0f1ea2e9216%22	https://www.boleteriavip.com.ar/imgs/talleres-vs-barcelona-e-2024-05-08-home_7897b60be4d609208a358f8e6b31191bf0cf61ab.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/talleres-vs-barcelona-e-2024-05-08-home_7897b60be4d609208a358f8e6b31191bf0cf61ab.jpg	(from https://www.boleteriavip.com.ar/)
09:45:58	34985/34985	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:45:57%20GMT	https://www.boleteriavip.com.ar/event/description/796/colon-vs-almagro	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/796/colon-vs-almagro.html	(from https://www.boleteriavip.com.ar/)
09:45:58	26780/26780	---M--	200	added ('OK')	image/jpeg	etag:%2265a2fd25bdda60218603c902841fd605%22	https://www.boleteriavip.com.ar/imgs/colon-vs-almagro-2024-05-03-home_bb8e20ef1e0957df5585356fbfeeb35af2cb8b2b.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/colon-vs-almagro-2024-05-03-home_bb8e20ef1e0957df5585356fbfeeb35af2cb8b2b.jpg	(from https://www.boleteriavip.com.ar/)
09:46:00	21197/21197	---M--	200	added ('OK')	image/jpeg	etag:%2223d573bffb2aad5b3697832102304984%22	https://www.boleteriavip.com.ar/imgs/union-vs-estudiantes-futbol-femenino-2024-04-28-home_4ef16848cf83275a6d45ed64940be49835e12845.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/union-vs-estudiantes-futbol-femenino-2024-04-28-home_4ef16848cf83275a6d45ed64940be49835e12845.jpg	(from https://www.boleteriavip.com.ar/)
09:46:00	35014/35014	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:45:59%20GMT	https://www.boleteriavip.com.ar/event/description/795/union-vs-estudiantes-futbol-femenino	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/795/union-vs-estudiantes-futbol-femenino.html	(from https://www.boleteriavip.com.ar/)
09:46:02	24689/24689	---M--	200	added ('OK')	image/jpeg	etag:%226e09e79a413af7ba6020dc2ed9f1a8de%22	https://www.boleteriavip.com.ar/imgs/patronato-vs-talleres-rde-2024-04-27-home_8ca5fa78941e03183b893af7ea4680cfa402c2a7.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/patronato-vs-talleres-rde-2024-04-27-home_8ca5fa78941e03183b893af7ea4680cfa402c2a7.jpg	(from https://www.boleteriavip.com.ar/)
09:46:02	34774/34774	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:01%20GMT	https://www.boleteriavip.com.ar/event/description/793/patronato-vs-talleres-rde	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/793/patronato-vs-talleres-rde.html	(from https://www.boleteriavip.com.ar/)
09:46:04	35003/35003	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:03%20GMT	https://www.boleteriavip.com.ar/event/description/789/colon-vs-temperley	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/789/colon-vs-temperley.html	(from https://www.boleteriavip.com.ar/)
09:46:04	27044/27044	---M--	200	added ('OK')	image/jpeg	etag:%223de46eaca4befa0e6de64d127514ab2a%22	https://www.boleteriavip.com.ar/imgs/colon-vs-temperley-2024-04-20-home_5234cf84ea523222ca23cefa90f3caddeaa28ed9.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/colon-vs-temperley-2024-04-20-home_5234cf84ea523222ca23cefa90f3caddeaa28ed9.jpg	(from https://www.boleteriavip.com.ar/)
09:46:06	26748/26748	---M--	200	added ('OK')	image/jpeg	etag:%22888ff31fea5b4660f71d226ff30737a4%22	https://www.boleteriavip.com.ar/imgs/lanus-vs-estudiantes-lp-2024-04-16-home_690f8222db9dacce4d9accfd9d83268c57d16afe.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/lanus-vs-estudiantes-lp-2024-04-16-home_690f8222db9dacce4d9accfd9d83268c57d16afe.jpg	(from https://www.boleteriavip.com.ar/)
09:46:06	34873/34873	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:05%20GMT	https://www.boleteriavip.com.ar/event/description/785/lanus-vs-estudiantes-lp	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/785/lanus-vs-estudiantes-lp.html	(from https://www.boleteriavip.com.ar/)
09:46:08	26381/26381	---M--	200	added ('OK')	image/jpeg	etag:%22664891d718e7a82c6873b41e029f73cd%22	https://www.boleteriavip.com.ar/imgs/patronato-vs-san-miguel-2024-04-14-home_b2f410ae26ff6370a4f50e7d5f535514ca9674ef.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/patronato-vs-san-miguel-2024-04-14-home_b2f410ae26ff6370a4f50e7d5f535514ca9674ef.jpg	(from https://www.boleteriavip.com.ar/)
09:46:08	34758/34758	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:07%20GMT	https://www.boleteriavip.com.ar/event/description/784/patronato-vs-san-miguel	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/784/patronato-vs-san-miguel.html	(from https://www.boleteriavip.com.ar/)
09:46:10	28017/28017	---M--	200	added ('OK')	image/jpeg	etag:%22d77eefeafade6214ce58afeefa7146bf%22	https://www.boleteriavip.com.ar/imgs/lanus-vs-dep-garcilaso-2024-04-11-home_a38498ea3dbca5e40d4844152d280dc275fa90b1.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/lanus-vs-dep-garcilaso-2024-04-11-home_a38498ea3dbca5e40d4844152d280dc275fa90b1.jpg	(from https://www.boleteriavip.com.ar/)
09:46:10	34970/34970	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:09%20GMT	https://www.boleteriavip.com.ar/event/description/782/lanus-vs-dep-garcilaso	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/782/lanus-vs-dep-garcilaso.html	(from https://www.boleteriavip.com.ar/)
09:46:12	34903/34903	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:11%20GMT	https://www.boleteriavip.com.ar/event/description/779/union-vs-belgrano	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/779/union-vs-belgrano.html	(from https://www.boleteriavip.com.ar/)
09:46:12	21127/21127	---M--	200	added ('OK')	image/jpeg	etag:%22ae0e91fa8d4b86146c7062338a4dffcf%22	https://www.boleteriavip.com.ar/imgs/union-vs-belgrano-2024-04-06-home_ad7504a810009cefb4e42bcca3372459750bc7dd.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/union-vs-belgrano-2024-04-06-home_ad7504a810009cefb4e42bcca3372459750bc7dd.jpg	(from https://www.boleteriavip.com.ar/)
09:46:14	32167/32167	---M--	200	added ('OK')	image/jpeg	etag:%2252d79d5e006f9fe88bc6008126b30869%22	https://www.boleteriavip.com.ar/imgs/talleres-vs-independiente-mza-2024-04-06-home_7bd311a4651a9db4f00821024e91e1a210e8fa56.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/talleres-vs-independiente-mza-2024-04-06-home_7bd311a4651a9db4f00821024e91e1a210e8fa56.jpg	(from https://www.boleteriavip.com.ar/)
09:46:14	34748/34748	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:13%20GMT	https://www.boleteriavip.com.ar/event/description/780/talleres-vs-independiente-mza	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/780/talleres-vs-independiente-mza.html	(from https://www.boleteriavip.com.ar/)
09:46:16	41155/41155	---M--	200	added ('OK')	image/jpeg	etag:%22ff59a8225b4b0924a8e949f5c8c239c3%22	https://www.boleteriavip.com.ar/imgs/newells-vs-boca-jrs-2024-04-06-home_6d40663987f878e850bf40d1a204340ddb26f742.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/newells-vs-boca-jrs-2024-04-06-home_6d40663987f878e850bf40d1a204340ddb26f742.jpg	(from https://www.boleteriavip.com.ar/)
09:46:16	35418/35418	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:15%20GMT	https://www.boleteriavip.com.ar/event/description/778/newells-vs-boca-jrs	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/778/newells-vs-boca-jrs.html	(from https://www.boleteriavip.com.ar/)
09:46:18	27228/27228	---M--	200	added ('OK')	image/jpeg	etag:%22963e3cfeed2666398ef43a1e4b5b2af3%22	https://www.boleteriavip.com.ar/imgs/colon-vs-nueva-chicago-2024-04-05-home_be4a172f2ea32782209e08a1e70f9d2d0e5ceb53.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/colon-vs-nueva-chicago-2024-04-05-home_be4a172f2ea32782209e08a1e70f9d2d0e5ceb53.jpg	(from https://www.boleteriavip.com.ar/)
09:46:18	35022/35022	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:17%20GMT	https://www.boleteriavip.com.ar/event/description/777/colon-vs-nueva-chicago	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/777/colon-vs-nueva-chicago.html	(from https://www.boleteriavip.com.ar/)
09:46:20	45787/45787	---M--	200	added ('OK')	image/jpeg	etag:%22ce799007d5f343403a39be0dce54c557%22	https://www.boleteriavip.com.ar/imgs/talleres-vs-sao-paulo-2024-04-04-home_58395d4babf9a63d3f55a58287635124ac41a062.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/talleres-vs-sao-paulo-2024-04-04-home_58395d4babf9a63d3f55a58287635124ac41a062.jpg	(from https://www.boleteriavip.com.ar/)
09:46:20	35728/35728	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:19%20GMT	https://www.boleteriavip.com.ar/event/description/769/talleres-vs-sao-paulo	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/769/talleres-vs-sao-paulo.html	(from https://www.boleteriavip.com.ar/)
09:46:22	32854/32854	---M--	200	added ('OK')	image/jpeg	etag:%222746d24d13ab2cb49baa6a2d6968d67b%22	https://www.boleteriavip.com.ar/imgs/patronato-vs-dep-maipu-2024-03-31-home_5583f00678c796b173b783798c8565b11dfea64b.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/patronato-vs-dep-maipu-2024-03-31-home_5583f00678c796b173b783798c8565b11dfea64b.jpg	(from https://www.boleteriavip.com.ar/)
09:46:22	34752/34752	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:21%20GMT	https://www.boleteriavip.com.ar/event/description/776/patronato-vs-dep-maipu	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/776/patronato-vs-dep-maipu.html	(from https://www.boleteriavip.com.ar/)
09:46:24	37887/37887	---M--	200	added ('OK')	image/jpeg	etag:%22b6380510bb51408af57ff104cfa3a82a%22	https://www.boleteriavip.com.ar/imgs/talleres-vs-velez-sarsfield-2024-03-30-home_59a00731e1c5b98136e72bfaeb285e58fef66d55.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/talleres-vs-velez-sarsfield-2024-03-30-home_59a00731e1c5b98136e72bfaeb285e58fef66d55.jpg	(from https://www.boleteriavip.com.ar/)
09:46:24	34737/34737	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:23%20GMT	https://www.boleteriavip.com.ar/event/description/772/talleres-vs-velez-sarsfield	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/772/talleres-vs-velez-sarsfield.html	(from https://www.boleteriavip.com.ar/)
09:46:26	34842/34842	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:25%20GMT	https://www.boleteriavip.com.ar/event/description/770/lanus-vs-union-	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/770/lanus-vs-union-.html	(from https://www.boleteriavip.com.ar/)
09:46:26	28055/28055	---M--	200	added ('OK')	image/jpeg	etag:%22fa9cf9791f7e1504a59aaa05b5774a46%22	https://www.boleteriavip.com.ar/imgs/lanus-vs-union--2024-03-27-home_8da7b8bdf2725c2b738cb031b3d516c8bb246fd5.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/lanus-vs-union--2024-03-27-home_8da7b8bdf2725c2b738cb031b3d516c8bb246fd5.jpg	(from https://www.boleteriavip.com.ar/)
09:46:28	35013/35013	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:27%20GMT	https://www.boleteriavip.com.ar/event/description/767/colon-vs-gimnasia-s	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/767/colon-vs-gimnasia-s.html	(from https://www.boleteriavip.com.ar/)
09:46:28	27695/27695	---M--	200	added ('OK')	image/jpeg	etag:%22ade945f135b49295443f4fca17d1d5ba%22	https://www.boleteriavip.com.ar/imgs/colon-vs-gimnasia-s-2024-03-25-home_0252d1fe615b5734fe0d4207b13dfacf0d9c7bca.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/colon-vs-gimnasia-s-2024-03-25-home_0252d1fe615b5734fe0d4207b13dfacf0d9c7bca.jpg	(from https://www.boleteriavip.com.ar/)
09:46:30	18721/18721	---M--	200	added ('OK')	image/jpeg	etag:%229c482db344421c8d34ddb1c401a9154d%22	https://www.boleteriavip.com.ar/imgs/union-vs-central-cordoba-2024-03-18-home_5ffdbd22cf91f2de03a0cfdc5701d2d05295ef0e.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/union-vs-central-cordoba-2024-03-18-home_5ffdbd22cf91f2de03a0cfdc5701d2d05295ef0e.jpg	(from https://www.boleteriavip.com.ar/)
09:46:30	34944/34944	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:29%20GMT	https://www.boleteriavip.com.ar/event/description/766/union-vs-central-cordoba	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/766/union-vs-central-cordoba.html	(from https://www.boleteriavip.com.ar/)
09:46:32	32523/32523	---M--	200	added ('OK')	image/jpeg	etag:%22dd6df32945bb178fdcb136f2f5d5ad28%22	https://www.boleteriavip.com.ar/imgs/patronato-vs-guemes-sde-2024-03-17-home_65e9990436c75b374b94d2d186df7bb3ed12f4c8.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/patronato-vs-guemes-sde-2024-03-17-home_65e9990436c75b374b94d2d186df7bb3ed12f4c8.jpg	(from https://www.boleteriavip.com.ar/)
09:46:32	34766/34766	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:31%20GMT	https://www.boleteriavip.com.ar/event/description/765/patronato-vs-guemes-sde	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/765/patronato-vs-guemes-sde.html	(from https://www.boleteriavip.com.ar/)
09:46:34	40096/40096	---M--	200	added ('OK')	image/jpeg	etag:%22ade30d459c2d44f0b8ad6a828d520479%22	https://www.boleteriavip.com.ar/imgs/newells-vs-plantese-2024-03-15-home_4bb17cb297094d56184867b0582c37805965a227.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/newells-vs-plantese-2024-03-15-home_4bb17cb297094d56184867b0582c37805965a227.jpg	(from https://www.boleteriavip.com.ar/)
09:46:34	35073/35073	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:33%20GMT	https://www.boleteriavip.com.ar/event/description/764/newells-vs-plantese	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/764/newells-vs-plantese.html	(from https://www.boleteriavip.com.ar/)
09:46:36	41498/41498	---M--	200	added ('OK')	image/jpeg	etag:%22625f7a73f17c0ac0a6a563070573daab%22	https://www.boleteriavip.com.ar/imgs/talleres-vs--atl-tucuman-2024-03-10-home_3d33d8a0f27b2957da28ff27f0ea5a9f0263d61e.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/talleres-vs--atl-tucuman-2024-03-10-home_3d33d8a0f27b2957da28ff27f0ea5a9f0263d61e.jpg	(from https://www.boleteriavip.com.ar/)
09:46:36	34716/34716	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:35%20GMT	https://www.boleteriavip.com.ar/event/description/761/talleres-vs--atl-tucuman	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/761/talleres-vs--atl-tucuman.html	(from https://www.boleteriavip.com.ar/)
09:46:38	26164/26164	---M--	200	added ('OK')	image/jpeg	etag:%224b6c24047182aaf2fb49afa32df03f4f%22	https://www.boleteriavip.com.ar/imgs/colon-vs-aldosivi-2024-03-10-home_f0e6d2375fd842e6f6c6c9efb5bd050c6c397858.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/colon-vs-aldosivi-2024-03-10-home_f0e6d2375fd842e6f6c6c9efb5bd050c6c397858.jpg	(from https://www.boleteriavip.com.ar/)
09:46:38	34995/34995	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:37%20GMT	https://www.boleteriavip.com.ar/event/description/760/colon-vs-aldosivi	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/760/colon-vs-aldosivi.html	(from https://www.boleteriavip.com.ar/)
09:46:40	32016/32016	---M--	200	added ('OK')	image/jpeg	etag:%227bc70451718a120f08137078d8626482%22	https://www.boleteriavip.com.ar/imgs/sorteo-ingreso-a-la-cancha-2024-03-10-home_4ffa3f38cb45d6b108dae687c3aed99afef681f4.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/sorteo-ingreso-a-la-cancha-2024-03-10-home_4ffa3f38cb45d6b108dae687c3aed99afef681f4.jpg	(from https://www.boleteriavip.com.ar/)
09:46:40	34443/34443	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:39%20GMT	https://www.boleteriavip.com.ar/event/description/763/sorteo-ingreso-a-la-cancha	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/763/sorteo-ingreso-a-la-cancha.html	(from https://www.boleteriavip.com.ar/)
09:46:42	35397/35397	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:41%20GMT	https://www.boleteriavip.com.ar/event/description/759/newells-vs-tigre	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/759/newells-vs-tigre.html	(from https://www.boleteriavip.com.ar/)
09:46:42	40083/40083	---M--	200	added ('OK')	image/jpeg	etag:%22471c3937a3253c2a85576612efd27817%22	https://www.boleteriavip.com.ar/imgs/newells-vs-tigre-2024-03-07-home_47aec692ff8f3108877011d159ee661bf4e1c757.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/newells-vs-tigre-2024-03-07-home_47aec692ff8f3108877011d159ee661bf4e1c757.jpg	(from https://www.boleteriavip.com.ar/)
09:46:44	26387/26387	---M--	200	added ('OK')	image/jpeg	etag:%2203d6f6e0c77d16aa634975d654a797fd%22	https://www.boleteriavip.com.ar/imgs/lanus-vs-central-cordoba-2024-03-07-home_cb9ee45d9d3df74599919db546d94c93da02cdc3.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/lanus-vs-central-cordoba-2024-03-07-home_cb9ee45d9d3df74599919db546d94c93da02cdc3.jpg	(from https://www.boleteriavip.com.ar/)
09:46:44	34877/34877	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:43%20GMT	https://www.boleteriavip.com.ar/event/description/757/lanus-vs-central-cordoba	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/757/lanus-vs-central-cordoba.html	(from https://www.boleteriavip.com.ar/)
09:46:46	34993/34993	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:45%20GMT	https://www.boleteriavip.com.ar/event/description/756/union-vs-boca-juniors	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/756/union-vs-boca-juniors.html	(from https://www.boleteriavip.com.ar/)
09:46:46	17538/17538	---M--	200	added ('OK')	image/jpeg	etag:%226df4bc1b39951706eb1eb0b578e2a8b1%22	https://www.boleteriavip.com.ar/imgs/union-vs-boca-juniors-2024-03-06-home_5af4f75927dcb18aa0d9b2cb0635fb12472dec6e.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/union-vs-boca-juniors-2024-03-06-home_5af4f75927dcb18aa0d9b2cb0635fb12472dec6e.jpg	(from https://www.boleteriavip.com.ar/)
09:46:48	32453/32453	---M--	200	added ('OK')	image/jpeg	etag:%229bf8ab43d46be4e62d1653a5ef4cdc9c%22	https://www.boleteriavip.com.ar/imgs/newells-vs-san-lorenzo-2024-03-03-home_b7de940a8a0e0e595d35c2a83f560f5488550ecb.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/newells-vs-san-lorenzo-2024-03-03-home_b7de940a8a0e0e595d35c2a83f560f5488550ecb.jpg	(from https://www.boleteriavip.com.ar/)
09:46:48	35431/35431	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:47%20GMT	https://www.boleteriavip.com.ar/event/description/752/newells-vs-san-lorenzo	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/752/newells-vs-san-lorenzo.html	(from https://www.boleteriavip.com.ar/)
09:46:50	32539/32539	---M--	200	added ('OK')	image/jpeg	etag:%22519ef8f06e412426c96de8538b851a0d%22	https://www.boleteriavip.com.ar/imgs/patronato-vs-racing-cba-2024-03-03-home_7f3e8fc45cf9fa14e8e5b5e13a0863c816c5a0ce.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/patronato-vs-racing-cba-2024-03-03-home_7f3e8fc45cf9fa14e8e5b5e13a0863c816c5a0ce.jpg	(from https://www.boleteriavip.com.ar/)
09:46:50	34757/34757	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:49%20GMT	https://www.boleteriavip.com.ar/event/description/755/patronato-vs-racing-cba	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/755/patronato-vs-racing-cba.html	(from https://www.boleteriavip.com.ar/)
09:46:52	34303/34303	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:51%20GMT	https://www.boleteriavip.com.ar/event/description/753/talleres-vs-river-plate	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/753/talleres-vs-river-plate.html	(from https://www.boleteriavip.com.ar/)
09:46:52	41601/41601	---M--	200	added ('OK')	image/jpeg	etag:%228a52916e27f58514e974452d32575782%22	https://www.boleteriavip.com.ar/imgs/talleres-vs-river-plate-2024-03-02-home_c375df73fdab9dfe94e5f411e9934d8c999657c7.jpg	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/imgs/talleres-vs-river-plate-2024-03-02-home_c375df73fdab9dfe94e5f411e9934d8c999657c7.jpg	(from https://www.boleteriavip.com.ar/)
09:46:54	34898/34898	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Jul%202024%2013:46:53%20GMT	https://www.boleteriavip.com.ar/event/description/746/lanus-vs-banfield	/home/kali/Desktop/Correo/www.boleteriavip.com.ar/event/description/746/lanus-vs-banfield.html	(from https://www.boleteriavip.com.ar/)
